姓名,出生地,当选年份,省,市
王子才,山东省聊城市,2001,山东省,聊城市
张运,山东省聊城市,2001,山东省,聊城市
张新时,山东高唐,1991,山东省,聊城市
王鸿祯,山东苍山,1980,山东省,临沂市
薛群基,山东省沂南县,1997,山东省,临沂市
邱志明,山东临沂,2015,山东省,临沂市
庄孝僡,山东莒南,1980,山东省,临沂市
徐叙瑢,山东临沂,1980,山东省,临沂市
薛其坤,山东蒙阴,2005,山东省,临沂市
房建成,山东费县,2015,山东省,临沂市
侯锋,山东省平度市,1999,山东省,青岛市
黄劭显,山东即墨县,1980,山东省,青岛市
胡敦欣,山东即墨,2001,山东省,青岛市
刘维民,山东莱西,2013,山东省,青岛市
高从堦,山东省即墨市,1995,山东省,青岛市
刘源张,山东省青岛市,2001,山东省,青岛市
刘怡昕,山东省青岛市,2003,山东省,青岛市
孙伟,山东省胶州市,2005,山东省,青岛市
邹承鲁,山东青岛,1992,山东省,青岛市
钟大赉,山东青岛,2001,山东省,青岛市
解思深,山东青岛,2003,山东省,青岛市
邱占祥,山东青岛,2005,山东省,青岛市
李玉良,山东青岛,2015,山东省,青岛市
叶连俊,山东日照,1980,山东省,日照市
葛均波,山东五莲,2011,山东省,日照市
徐士高,山东黄县,1980,山东省,泰安市
隋森芳,山东黄县,2009,山东省,泰安市
陈予恕,山东省肥城市,2005,山东省,泰安市
李阳,山东省泰安市,2013,山东省,泰安市
刘承钊,山东泰安,1955,山东省,泰安市
王曰伦,山东泰安,1980,山东省,泰安市
胡光镇,江苏省松江市（现属上海市）,1997,山东省,威海市
王国法,山东省文登县现威海市南海新区,2017,山东省,威海市
宋健,山东省荣成市,1994,山东省,威海市
袁业立,山东省荣成市,1995,山东省,威海市
戚颖敏,山东省威海市,1995,山东省,威海市
洪涛,山东省荣成市,1996,山东省,威海市
王玉忠,山东省威海市,2015,山东省,威海市
邹汝平,山东省威海市,2021,山东省,威海市
郭永怀,山东荣成,1957,山东省,威海市
孙大中,山东威海,1991,山东省,威海市
宋健,山东荣成,1991,山东省,威海市
单忠德,山东省高密市,2019,山东省,潍坊市
张福绥,山东省昌邑县,1999,山东省,潍坊市
伦世仪,山东省诸城市,1995,山东省,潍坊市
张玉卓,山东省寿光市,2011,山东省,潍坊市
孙龙德,山东省寿光市,2011,山东省,潍坊市
于金明,山东省潍坊市,2011,山东省,潍坊市
柴洪峰,山东省诸城市,2015,山东省,潍坊市
肖龙旭,山东省寿光市,2019,山东省,潍坊市
孙焕泉,山东省诸城市,2021,山东省,潍坊市
冯兰洲,山东临朐,1957,山东省,潍坊市
秦馨菱,山东安丘,1980,山东省,潍坊市
刘振兴,山东昌乐,1995,山东省,潍坊市
刘以训,山东安丘,1999,山东省,潍坊市
王恩多,山东诸城,2005,山东省,潍坊市
焦念志,山东潍坊,2011,山东省,潍坊市
王小云,山东诸城,2017,山东省,潍坊市
徐春明,山东寿光,2019,山东省,潍坊市
张卫红,山东潍坊,2021,山东省,潍坊市
王文采,山东掖县,1993,山东省,烟台市
于德泉,山东省蓬莱县,1999,山东省,烟台市
孙宝国,山东省招远县,2009,山东省,烟台市
王忠诚,山东省烟台,1994,山东省,烟台市
殷国茂,山东省龙口市,1995,山东省,烟台市
孙敬良,山东省莱州市,1995,山东省,烟台市
山仑,山东省龙口市,1995,山东省,烟台市
安静娴,山东省烟台市,1997,山东省,烟台市
谢立信,山东省莱州市,2001,山东省,烟台市
刘韵洁,山东省烟台市,2005,山东省,烟台市
包振民,山东省烟台市,2017,山东省,烟台市
孙丽丽,山东省烟台市,2019,山东省,烟台市
董绍明,山东省莱州市,2019,山东省,烟台市
邢丽英,山东省烟台市,2021,山东省,烟台市
王军成,山东省招远市,2021,山东省,烟台市
杨为民,山东省烟台市,2021,山东省,烟台市
葛庭燧,山东蓬莱,1955,山东省,烟台市
梁树权,山东烟台,1955,山东省,烟台市
曲钦岳,山东烟台,1980,山东省,烟台市
梁植权,山东烟台,1980,山东省,烟台市
杨起,山东蓬莱,1991,山东省,烟台市
周孝信,山东蓬莱,1993,山东省,烟台市
张春霆,山东烟台,1995,山东省,烟台市
江桂斌,山东莱阳,2009,山东省,烟台市
姜培学,山东烟台,2021,山东省,烟台市
赵法箴,山东省烟台莱州市,1995,山东省,烟台市
王士雯,山东省峄县,1996,山东省,枣庄市
束怀瑞,山东淄博,2001,山东省,淄博市
田波,山东桓台,1991,山东省,淄博市
万哲先,山东淄川,1991,山东省,淄博市
李振声,山东淄博,1991,山东省,淄博市
郭雷,山东淄博,2001,山东省,淄博市
石广玉,山东淄博,2011,山东省,淄博市
陈维江,山东淄博,2015,山东省,淄博市
张宏科,山西省大同市,2021,山西省,大同市
朱日祥,山西大同,2003,山西省,大同市
范守善,山西晋城,2003,山西省,晋城市
胡春宏,山西省晋中市榆次区,2013,山西省,晋中市
赵沁平,山西省介休市,2013,山西省,晋中市
王志均,山西昔阳,1980,山西省,晋中市
李洪钟,山西昔阳,2005,山西省,晋中市
成秋明,山西太谷,2019,山西省,晋中市
陈力为,山西省洪洞县,1994,山西省,临汾市
武维华,山西临汾,2007,山西省,临汾市
赵国藩,山西省汾阳,1997,山西省,吕梁市
张锡祥,山西省文水县,1999,山西省,吕梁市
王浚,山西省孝义市,2001,山西省,吕梁市
刘吉臻,山西省岚县,2015,山西省,吕梁市
席承藩,山西文水,1995,山西省,吕梁市
郭正堂,山西应县,2013,山西省,朔州市
高福,山西应县,2013,山西省,朔州市
倪晋仁,山西山阴县,2015,山西省,朔州市
关桥,山西省太原市,1994,山西省,太原市
谢克昌,山西省太原市,2003,山西省,太原市
吴建平,山西省太原市,2015,山西省,太原市
郭承基,山西清徐,1980,山西省,太原市
张杰,山西太原,2003,山西省,太原市
赵阳升,山西太原,2019,山西省,太原市
赵宪庚,山西省忻县,2011,山西省,忻州市
郭应禄,山西省定襄县,1999,山西省,忻州市
刘耀,山西省河曲县,2001,山西省,忻州市
康红普,山西省五台县,2015,山西省,忻州市
高天明,山西省岢岚县,2021,山西省,忻州市
贾福海,山西原平,1980,山西省,忻州市
李静海,山西静乐,1999,山西省,忻州市
张沛霖,,1980,山西省,阳泉市
席泽宗,山西垣曲,1991,山西省,运城市
汪忠镐,主要从事动脉造影及内皮细胞种植,2005,山西省,运城市
刘尚合,山西省闻喜市,1999,山西省,运城市
徐建国,山西省平陆县,2011,山西省,运城市
宁滨,山西省运城市,2017,山西省,运城市
毛景文,山西省运城市,2017,山西省,运城市
潘永信,山西运城,2017,山西省,运城市
彭平安, 有机地球化学家，长期从事地质体有机质地球化学研究。1960年11月15日出生。1982年毕业于浙江大学，1991年在中国科学院地球化学研究所获博士学位。2013年当选为中国科学院院士。,2013,山西省,长治市
牛憨笨,山西省壶关县,1997,山西省,长治市
张涛,陕西安康,2013,陕西省,安康市
张福锁,陕西省凤翔县,2017,陕西省,宝鸡市
刘仓理,陕西岐山县,2021,陕西省,宝鸡市
侯晓,陕西省岐山县,2015,陕西省,宝鸡市
王双明,陕西省岐山县,2017,陕西省,宝鸡市
张平祥,陕西省宝鸡市,2019,陕西省,宝鸡市
吕西林,陕西省岐山县,2019,陕西省,宝鸡市
郭万林,陕西眉县,2017,陕西省,宝鸡市
李鹤林,陕西省汉中市,1997,陕西省,汉中市
徐乾清,陕西省城固县,1999,陕西省,汉中市
张平,陕西省汉中市,2019,陕西省,汉中市
赵铱民,陕西省汉中市,2021,陕西省,汉中市
王巍,陕西汉中,2013,陕西省,汉中市
张宏福,陕西山阳县,2017,陕西省,商洛市
窦科峰,陕西乾县,2021,陕西省,商洛市
肖绪文,陕西省商洛市,2013,陕西省,商洛市
张建民,陕西省商洛市,2017,陕西省,商洛市
徐宗本,陕西柞水县,2011,陕西省,商洛市
陈发虎,陕西丹凤县,2015,陕西省,商洛市
徐世烺,陕西柞水县,2021,陕西省,商洛市
石青云,四川合川,1993,陕西省,渭南市
刘加平,陕西省大荔县,2011,陕西省,渭南市
李校堃,陕西省富平县,2019,陕西省,渭南市
任纪舜,陕西华阴,1997,陕西省,渭南市
田在艺,陕西渭南,1997,陕西省,渭南市
种康,陕西合阳县,2017,陕西省,渭南市
魏悦广,陕西渭南,2017,陕西省,渭南市
胡晓棉,陕西省高陵市,2021,陕西省,西安市
唐长红,陕西省蓝田市,2011,陕西省,西安市
杨钟健,陕西华县,1948,陕西省,西安市
段学复,陕西华县,1955,陕西省,西安市
刘买利,陕西蓝田县,2021,陕西省,西安市
雷廷权,陕西省西安市,1997,陕西省,西安市
孙永福,陕西省西安市,2005,陕西省,西安市
何琳,陕西省西安市,2017,陕西省,西安市
张小曳,陕西省西安市,2019,陕西省,西安市
赵光达,陕西西安,2001,陕西省,西安市
雒建斌,陕西户县,2011,陕西省,西安市
崔鹏,陕西西安,2013,陕西省,西安市
常青,陕西西安,2015,陕西省,西安市
何雅玲,陕西西安,2015,陕西省,西安市
相里斌,陕西西安,2019,陕西省,西安市
房喻,陕西西安,2021,陕西省,西安市
张彦仲,陕西省三原县,2001,陕西省,咸阳市
徐德民,陕西省三原县,2005,陕西省,咸阳市
侯水生,陕西省三原县,2021,陕西省,咸阳市
岳建民,陕西彬县,2017,陕西省,咸阳市
李佩成,陕西省咸阳市,2003,陕西省,咸阳市
苏哲子,陕西省咸阳市,2005,陕西省,咸阳市
张生勇,陕西省咸阳市,2009,陕西省,咸阳市
朱蓓薇,陕西省咸阳市,2013,陕西省,咸阳市
高鸿,陕西泾阳,1980,陕西省,咸阳市
侯洵,陕西咸阳,1991,陕西省,咸阳市
魏江春,陕西咸阳,1997,陕西省,咸阳市
张殿琳,陕西三原,2001,陕西省,咸阳市
李曙光,陕西咸阳,2003,陕西省,咸阳市
傅伯杰,陕西咸阳,2011,陕西省,咸阳市
蒙大桥,陕西咸阳,2019,陕西省,咸阳市
武向平,陕西黄龙县,2011,陕西省,延安市
冯起,陕西省横山市,2021,陕西省,榆林市
高景德,陕西佳县,1980,陕西省,榆林市
冯登国,陕西靖边,2019,陕西省,榆林市
卢良恕,上海,1994,上海市,上海市
谢礼立,上海,1994,上海市,上海市
杨奇逊,上海,1994,上海市,上海市
严东生,上海,1994,上海市,上海市
李正名,上海,1995,上海市,上海市
李三立,上海,1995,上海市,上海市
项海帆,上海,1995,上海市,上海市
葛修润,上海,1995,上海市,上海市
钱正英,上海,1997,上海市,上海市
王威琪,上海,1999,上海市,上海市
周济,上海,1999,上海市,上海市
林元培,上海,2003,上海市,上海市
黄震,上海,2019,上海市,上海市
谢家荣,上海,1948,上海市,上海市
叶企孙,上海,1948,上海市,上海市
胡经甫,上海,1955,上海市,上海市
刘崇乐,上海,1955,上海市,上海市
黄文熙,上海,1955,上海市,上海市
钱学森,上海,1957,上海市,上海市
汪菊潜,上海,1957,上海市,上海市
吴仲华,上海,1957,上海市,上海市
胡世华,上海,1980,上海市,上海市
吴征铠,上海,1980,上海市,上海市
何祚庥,上海,1980,上海市,上海市
龚祖同,上海,1980,上海市,上海市
邹冈,上海,1980,上海市,上海市
黄量,上海,1980,上海市,上海市
王守觉,上海,1980,上海市,上海市
谢少文,上海,1980,上海市,上海市
曹本熹,上海,1980,上海市,上海市
王承书,上海,1980,上海市,上海市
严东生,上海,1980,上海市,上海市
朱夏,上海,1980,上海市,上海市
周明镇,上海,1980,上海市,上海市
张恭庆,上海,1991,上海市,上海市
傅家谟,上海,1991,上海市,上海市
徐冠华,上海,1991,上海市,上海市
胡和生,上海,1991,上海市,上海市
方守贤,上海,1991,上海市,上海市
郭景坤,上海,1991,上海市,上海市
杨福家,上海,1991,上海市,上海市
吴承康,上海,1991,上海市,上海市
苏定强,上海,1991,上海市,上海市
邱大洪,上海,1991,上海市,上海市
胡仁宇,上海,1991,上海市,上海市
周毓麟,上海,1991,上海市,上海市
强伯勤,上海,1991,上海市,上海市
吴建屏,上海,1991,上海市,上海市
唐九华,上海,1991,上海市,上海市
吴文俊,上海,1991,上海市,上海市
蒋锡夔,上海,1991,上海市,上海市
俞汝勤,上海,1991,上海市,上海市
邹世昌,上海,1991,上海市,上海市
黄志镗,上海,1991,上海市,上海市
陈俊勇,上海,1991,上海市,上海市
刘元方,上海,1991,上海市,上海市
袁权,上海,1991,上海市,上海市
李德生,上海,1991,上海市,上海市
黄葆同,上海,1991,上海市,上海市
周巢尘,上海,1993,上海市,上海市
程国栋,上海,1993,上海市,上海市
周恒,上海,1993,上海市,上海市
胡英,上海,1993,上海市,上海市
陈佳洱,上海,1993,上海市,上海市
周兴铭,上海,1993,上海市,上海市
龚岳亭,上海,1993,上海市,上海市
钟万勰,上海,1993,上海市,上海市
许志琴,上海,1995,上海市,上海市
胡文瑞,上海,1995,上海市,上海市
於崇文,上海,1995,上海市,上海市
陈慰峰,上海,1995,上海市,上海市
邓景发,上海,1995,上海市,上海市
何鸣元,上海,1995,上海市,上海市
周志炎,上海,1995,上海市,上海市
沈韫芬,上海,1995,上海市,上海市
陈竺,上海,1995,上海市,上海市
朱静,上海,1995,上海市,上海市
沈之荃,上海,1995,上海市,上海市
陈难先,上海,1997,上海市,上海市
丁伟岳,上海,1997,上海市,上海市
戎嘉余,上海,1997,上海市,上海市
朱道本,上海,1997,上海市,上海市
韩启德,上海,1997,上海市,上海市
姚建铨,上海,1997,上海市,上海市
林学钰,上海,1997,上海市,上海市
姚振兴,上海,1999,上海市,上海市
余梦伦,上海,1999,上海市,上海市
蒋有绪,上海,1999,上海市,上海市
王世绩,上海,1999,上海市,上海市
陆汝钤,上海,1999,上海市,上海市
王迅,上海,1999,上海市,上海市
沈文庆,上海,1999,上海市,上海市
姚守拙,上海,1999,上海市,上海市
陈星弼,上海,1999,上海市,上海市
葛昌纯,上海,2001,上海市,上海市
周又元,上海,2001,上海市,上海市
夏建白,上海,2001,上海市,上海市
张永莲,上海,2001,上海市,上海市
江龙,上海,2001,上海市,上海市
柳百新,上海,2001,上海市,上海市
林国强,上海,2001,上海市,上海市
洪家兴,上海,2003,上海市,上海市
李家春,上海,2003,上海市,上海市
陶瑞宝,上海,2003,上海市,上海市
符淙斌,上海,2003,上海市,上海市
费维扬,上海,2003,上海市,上海市
朱邦芬,上海,2003,上海市,上海市
计亮年,上海,2003,上海市,上海市
章梓雄,上海,2003,上海市,上海市
姚期智,上海,2004,上海市,上海市
吕达仁,上海,2005,上海市,上海市
王铁冠,上海,2005,上海市,上海市
赵国屏,上海,2005,上海市,上海市
何积丰,上海,2005,上海市,上海市
吴培亨,上海,2005,上海市,上海市
王正敏,上海,2005,上海市,上海市
柴之芳,上海,2007,上海市,上海市
张伟平,上海,2007,上海市,上海市
邢定钰,上海,2007,上海市,上海市
胡海岩,上海,2007,上海市,上海市
陶澍,上海,2009,上海市,上海市
王曦,上海,2009,上海市,上海市
陈定昌,上海,2009,上海市,上海市
王自强,上海,2009,上海市,上海市
金亚秋,上海,2011,上海市,上海市
陈恕行,上海,2013,上海市,上海市
陈骏,上海,2013,上海市,上海市
郑志明,上海,2017,上海市,上海市
何国威,上海,2017,上海市,上海市
王梅祥,上海,2021,上海市,上海市
李骏,上海,2021,上海市,上海市
马光辉,上海,2021,上海市,上海市
钱德沛,上海,2021,上海市,上海市
乔红,上海,2021,上海市,上海市
张德庆,上海宝山,1955,上海市,上海市
施汝为,江苏崇明(今属上海),1955,上海市,上海市
朱显谟,上海崇明,1991,上海市,上海市
施蕴渝,上海崇明,1997,上海市,上海市
王家楫,江苏奉贤,1948,上海市,上海市
陈蕴博,上海市嘉定区,1999,上海市,上海市
叶可明,上海市金山县,1995,上海市,上海市
王小谟,上海市金山区,1995,上海市,上海市
侯光炯,上海金山,1955,上海市,上海市
朱诗尧,上海静安区,2015,上海市,上海市
叶培大,上海南汇,1980,上海市,上海市
董建华,上海市青浦县,1994,上海市,上海市
嵇汝运,上海松江,1980,上海市,上海市
孙俊人,江苏省松江县,1995,上海市,上海市
汪成为,上海市,1994,上海市,上海市
钱学森,上海市,1994,上海市,上海市
谢友柏,上海市,1994,上海市,上海市
邹竞,上海市,1994,上海市,上海市
肖培根,上海市,1994,上海市,上海市
姚福生,上海市,1994,上海市,上海市
钱皋韵,上海市,1994,上海市,上海市
肖碧莲,上海市,1994,上海市,上海市
王振义,上海市,1994,上海市,上海市
朱高峰,上海市,1994,上海市,上海市
朱高峰,上海市,1994,上海市,上海市
苏君红,上海市,1994,上海市,上海市
周仲义,上海市,1994,上海市,上海市
林华,上海市,1994,上海市,上海市
周翔,上海市,1995,上海市,上海市
袁渭康,上海市,1995,上海市,上海市
阮可强,上海市,1995,上海市,上海市
沈国舫,上海市,1995,上海市,上海市
王思敬,上海市,1995,上海市,上海市
叶铭汉,上海市,1995,上海市,上海市
朱永濬,上海市,1995,上海市,上海市
胡壮麒,上海市,1995,上海市,上海市
朱英浩,上海市,1995,上海市,上海市
赵梓森,上海市,1995,上海市,上海市
郁铭芳,上海市,1995,上海市,上海市
朱能鸿,上海市,1995,上海市,上海市
高鼎三,上海市,1995,上海市,上海市
黄文虎,上海市,1995,上海市,上海市
龚惠兴,上海市,1995,上海市,上海市
顾心怿,上海市,1995,上海市,上海市
盛志勇,上海市,1996,上海市,上海市
侯惠民,上海市,1996,上海市,上海市
姚新生,上海市,1996,上海市,上海市
李瑞麟,上海市,1996,上海市,上海市
陆道培,上海市,1996,上海市,上海市
刘玠,上海市,1997,上海市,上海市
刘玠,上海市,1997,上海市,上海市
阮长耿,上海市,1997,上海市,上海市
杨胜利,上海市,1997,上海市,上海市
沈倍奋,上海市,1997,上海市,上海市
许健民,上海市,1997,上海市,上海市
顾国彪,上海市,1997,上海市,上海市
孙晋良,上海市,1997,上海市,上海市
谢世楞,上海市,1999,上海市,上海市
舒兴田,上海市,1999,上海市,上海市
倪维斗,上海市,1999,上海市,上海市
李道增,上海市,1999,上海市,上海市
李冠兴,上海市,1999,上海市,上海市
柳百成,上海市,1999,上海市,上海市
桑国卫,上海市,1999,上海市,上海市
潘君骅,上海市,1999,上海市,上海市
周立伟,上海市,1999,上海市,上海市
宋湛谦,上海市,1999,上海市,上海市
魏正耀,上海市,1999,上海市,上海市
姚骏恩,上海市,2001,上海市,上海市
秦裕琨,上海市,2001,上海市,上海市
夏德全,上海市,2001,上海市,上海市
孙忠良,上海市,2001,上海市,上海市
江东亮,上海市,2001,上海市,上海市
韩大匡,上海市,2001,上海市,上海市
李伯虎,上海市,2001,上海市,上海市
马洪琪,上海市,2001,上海市,上海市
徐志磊,上海市,2001,上海市,上海市
陈志恺,上海市,2001,上海市,上海市
唐任远,上海市,2001,上海市,上海市
孙九林,上海市,2001,上海市,上海市
孙承纬,上海市,2003,上海市,上海市
陈赛娟,上海市,2003,上海市,上海市
陆佑楣,上海市,2003,上海市,上海市
陈宗懋,上海市,2003,上海市,上海市
邹德慈,上海市,2003,上海市,上海市
王基铭,上海市,2005,上海市,上海市
黄培康,上海市,2005,上海市,上海市
陈念念,上海市,2005,上海市,上海市
安继刚,上海市,2005,上海市,上海市
闻雪友,上海市,2005,上海市,上海市
梁文灏,上海市,2005,上海市,上海市
陈君石,上海市,2005,上海市,上海市
周克崧,上海市,2009,上海市,上海市
丁健,上海市,2009,上海市,上海市
朱英富,上海市,2011,上海市,上海市
林忠钦,上海市,2011,上海市,上海市
丁文江,上海市,2013,上海市,上海市
俞建勇,上海市,2013,上海市,上海市
黄维和,上海市,2013,上海市,上海市
吴志强,上海市,2017,上海市,上海市
戴琼海,上海市,2017,上海市,上海市
庄惟敏,上海市,2019,上海市,上海市
孙凝晖,上海市,2019,上海市,上海市
吴汉明,上海市,2019,上海市,上海市
吴伟仁,四川省平昌县,2015,四川省,巴中市
魏于全,四川南江,2003,四川省,巴中市
成会明,四川巴中,2013,四川省,巴中市
韩杰才,四川巴中,2015,四川省,巴中市
高世扬,四川崇庆,1997,四川省,成都市
魏复盛,四川省简阳县,1997,四川省,成都市
肖伦,四川郫县,1980,四川省,成都市
郭尚平,四川荣县,1995,四川省,成都市
邱勇,四川荣县,2013,四川省,成都市
段镇基,四川省成都市,1994,四川省,成都市
张锦秋,四川省成都市,1994,四川省,成都市
闵恩泽,四川省成都市,1994,四川省,成都市
郭桂蓉,四川省成都市,1995,四川省,成都市
叶尚福,四川省成都市,1995,四川省,成都市
廖振鹏,四川省成都市,1997,四川省,成都市
陈懋章,四川省成都市,1999,四川省,成都市
刘人怀,四川省成都市,1999,四川省,成都市
刘人怀,四川省成都市,1999,四川省,成都市
钟山,四川省成都市,1999,四川省,成都市
邱蔚六,四川省成都市,2001,四川省,成都市
许祖彦,四川省邛崃市,2001,四川省,成都市
周寿桓,四川省成都市,2003,四川省,成都市
石碧,四川省成都市,2009,四川省,成都市
贺克斌,四川省成都市,2015,四川省,成都市
邬堂春,四川省简阳市,2021,四川省,成都市
李荫远,四川成都,1980,四川省,成都市
蒲富恪,四川成都,1991,四川省,成都市
周炳琨,四川成都,1991,四川省,成都市
闵恩泽,四川成都,1993,四川省,成都市
马志明,四川成都,1995,四川省,成都市
沙国河,四川成都,1997,四川省,成都市
曹文宣,四川彭州,1997,四川省,成都市
叶朝辉,四川简阳,2001,四川省,成都市
赵尔宓,四川成都,2001,四川省,成都市
郑时龄,四川成都,2001,四川省,成都市
王大成,四川成都,2005,四川省,成都市
朱彤,四川成都,2021,四川省,成都市
杨正林,四川邛崃,2021,四川省,成都市
沈忠厚,四川省大竹县,2001,四川省,达州市
李崇银,四川达县,2001,四川省,达州市
孟安明,四川大竹,2007,四川省,达州市
江松,四川达县,2015,四川省,达州市
万元熙,四川省绵竹县,2009,四川省,德阳市
秦顺全,四川省绵竹市,2009,四川省,德阳市
雷清泉,四川省岳池市,2003,四川省,广安市
冯叔瑜,四川省邻水县,1995,四川省,广安市
